"Permit #","Record Type","Permit Type","Record Status","Open Date","Updated Date","Date Assigned","Date Status","Task","Status","Description","APN","Address"
"Y18-013","Planning Project","Tree Removal Permit","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_14","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Design Review Residential","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","171061008","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Design Review Residential","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","171061009","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Tree Removal Permit","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_15","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Design Review Residential","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","171061007","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Design Review Residential","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_8","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","General Plan Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_9","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","General Plan Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_5","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Tree Removal Permit","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_1","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","General Plan Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_6","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Tree Removal Permit","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_20","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","General Plan Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_7","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Tree Removal Permit","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_10","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Design Review Residential","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_7","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","General Plan Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_8","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","General Plan Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_2","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Tree Removal Permit","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_11","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","General Plan Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_20","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Tree Removal Permit","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","171061008","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Design Review Residential","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_6","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","General Plan Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_3","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","General Plan Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_4","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Tree Removal Permit","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_2","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Tree Removal Permit","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","171061009","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","General Plan Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_16","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Tree Removal Permit","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","171061007","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","General Plan Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_17","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","General Plan Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_18","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Design Review Residential","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_5","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","General Plan Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_19","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Design Review Residential","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_9","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Zoning Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_9","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Zoning Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_5","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","General Plan Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_12","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Tree Removal Permit","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_8","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","General Plan Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_13","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Zoning Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_6","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","General Plan Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_14","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Zoning Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_7","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","General Plan Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_15","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Other","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_6","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Zoning Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_8","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","General Plan Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_1","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","General Plan Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_10","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Zoning Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_2","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Other","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_7","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","General Plan Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_11","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Tree Removal Permit","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_7","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Zoning Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_20","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","General Plan Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","171061008","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Other","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","171061008","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Tree Dripline Encroachment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_15","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Zoning Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_13","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Tentative Map Major Subdivision","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_14","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Tree Dripline Encroachment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_14","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Zoning Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_12","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Tentative Map Major Subdivision","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_7","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Other","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_13","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Zoning Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_19","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Tentative Map Major Subdivision","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_13","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Tree Dripline Encroachment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_13","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Zoning Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_18","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Tentative Map Major Subdivision","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_8","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Tentative Map Major Subdivision","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_12","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Other","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_14","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Tree Dripline Encroachment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_12","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Zoning Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_17","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Tree Dripline Encroachment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_19","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Zoning Amendment","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_16","128 PIONEER AVE, WALCR, CA 94597"
"Y18-013","Planning Project","Tentative Map Major Subdivision","Close Out","2/27/2018","8/13/2018","2/27/2018","8/13/2018","Intake Review","Application Accepted","Pioneer Village Residential PUD","TEMP-Y18-013_2","128 PIONEER AVE, WALCR, CA 94597"
